hexal_id,receptor_channel,raytracer_receptor_type,node_id,node_type,u,v,frame_id,global_indices,lens_indices,receptor_type,position_x_um,position_y_um,position_z_um,direction_x,direction_y,direction_z,colours_r_uv,colours_g,colours_b,intensity,matched
2,1,1,723,R2,-15,2,1,15,2,1,-270.2723388671875,201.71636962890625,85.08694458007812,-0.2086899578571319,0.7832840085029602,0.5855891704559326,0.4798135757446289,0.5190935730934143,0.5772929787635803,0.5254000425338745,True
2,2,2,1444,R3,-15,2,1,16,2,2,-270.2723388671875,201.71636962890625,85.08694458007812,-0.2904438376426697,0.7868590950965881,0.5445137023925781,0.4067637622356415,0.4526006281375885,0.5256043672561646,0.461656242609024,True
2,3,3,2165,R4,-15,2,1,17,2,3,-270.2723388671875,201.71636962890625,85.08694458007812,-0.220253437757492,0.8336962461471558,0.50639808177948,0.2389947474002838,0.2860786616802215,0.3800098598003387,0.3016944229602813,True
2,4,4,2886,R5,-15,2,1,18,2,4,-270.2723388671875,201.71636962890625,85.08694458007812,-0.1511116772890091,0.873008668422699,0.4637036919593811,0.0623036324977874,0.1000971794128418,0.1990737468004226,0.1204915270209312,True
2,5,5,3607,R6,-15,2,1,19,2,5,-270.2723388671875,201.71636962890625,85.08694458007812,-0.0679277703166008,0.8653147220611572,0.4966047704219818,0.0564522072672843,0.0943519100546836,0.1946808695793151,0.115161657333374,True
2,6,6,4328,R7,-15,2,1,20,2,6,-270.2723388671875,201.71636962890625,85.08694458007812,-0.1377825140953064,0.8299039602279663,0.5406249761581421,0.279096245765686,0.0655972436070442,0.2527379095554352,0.1991438120603561,True
2,7,6,5049,R8,-15,2,1,20,2,6,-270.2723388671875,201.71636962890625,85.08694458007812,-0.1377825140953064,0.8299039602279663,0.5406249761581421,0.279096245765686,0.0655972436070442,0.2527379095554352,0.1991438120603561,True
3,0,0,3,R1,-15,3,1,21,3,0,-267.6960754394531,207.82843017578125,75.67650604248047,-0.1126224547624588,0.8176228404045105,0.5646318197250366,0.339377760887146,0.3910957872867584,0.4891541302204132,0.4065425395965576,True
3,1,1,724,R2,-15,3,1,22,3,1,-267.6960754394531,207.82843017578125,75.67650604248047,-0.2009326964616775,0.8226643204689026,0.5318359732627869,0.3598537445068359,0.4137801826000213,0.5114777684211731,0.4283705651760101,True
3,2,2,1445,R3,-15,3,1,23,3,2,-267.6960754394531,207.82843017578125,75.67650604248047,-0.2814716398715973,0.8259743452072144,0.4884056150913238,0.2467243820428848,0.300820529460907,0.4103057384490967,0.3192835450172424,True
3,3,3,2166,R4,-15,3,1,24,3,3,-267.6960754394531,207.82843017578125,75.67650604248047,-0.2090075016021728,0.8684905767440796,0.4494886100292206,0.11602234095335,0.1646993905305862,0.2796108722686767,0.1867775321006775,True
3,4,4,2887,R5,-15,3,1,25,3,4,-267.6960754394531,207.82843017578125,75.67650604248047,-0.1376910358667373,0.903250217437744,0.4064236879348755,0.0259203016757965,0.0630259811878204,0.1695933640003204,0.0861798822879791,True
3,5,5,3608,R6,-15,3,1,26,3,5,-267.6960754394531,207.82843017578125,75.67650604248047,-0.0556327328085899,0.8952969312667847,0.4419823586940765,0.0290082078427076,0.06726835668087,0.1759753227233886,0.0907506346702575,True
3,6,6,4329,R7,-15,3,1,27,3,6,-267.6960754394531,207.82843017578125,75.67650604248047,-0.1275830566883087,0.8645300269126892,0.4861177206039428,0.0716850385069847,0.0232595782727003,0.1386571675539016,0.0778672620654106,True
